Emotion,Sentence,text_length,word_count,emotion_vn
Disgust,kinh dị vãi 😖😖,14,4,khó chịu
Anger,phải là người yêu tao thì sống chết tao cũng vả hết,51,12,giận dữ
Disgust,vậy nên phải lịch sự và thổ con mẹ nó lộ với cả đống người chúc mừng mày thành trò cười thiên hạ,96,23,khó chịu
Enjoyment,đkm lại diễn rồi pr cho game aumobile chứ gì tuổi lol qua mắt tao =)),69,16,vui vẻ
Other,"cà phê vần luôn cả với sa tế , thế là đủ vị đắng cay",52,15,khác
Sadness,chuẩn luôn :3 độc vô tình bắt gặp thôi cơ mà giờ tao bị ăn bơ rồi 😭,67,18,buồn
Enjoyment,có ai luyện mới được như mình không dạ,38,9,vui vẻ
Disgust,còn thằng súc sinh này,22,5,khó chịu
Disgust,"lớp 1 tao đã bị nằm sấp lên bàn , bị đánh 20 - 30 cây vì tội viết chữ không có tiến bộ mà có dám hó hé gì đâu . còn học sinh giờ sắp thành hiệu trưởng hết rồi",158,42,khó chịu
Fear,hết hồn chim én,15,4,sợ hãi
Surprise,thật ư 😱😱😱,10,3,ngạc nhiên
Sadness,cô ấy không yêu tôi,19,5,buồn
Sadness,ừ công nhận == không có tiền mua,32,8,buồn
Disgust,"xã hội giờ nguy hiểm quá . có khi cái con mẹ kia mới là người có ý định bắt cóc trẻ con ấy chứ , hoặc chỉ một câu trêu đùa quái ác như thế cũng đủ mệt",150,39,khó chịu
Other,nó ăn chay mà,13,4,khác
Enjoyment,trò cười . :v,13,4,vui vẻ
Enjoyment,đáng yêu vậy,12,3,vui vẻ
Disgust,người ta dùng con kiến bống . loại có chất axit có vị chua . chứ đéo ai dùng loại kiến đen cứt trâu này .,105,26,khó chịu
Anger,"gặp tao là đéo nói nhìu , lùi xe ra rồ ga tông thẳng vào :))))",62,16,giận dữ
Other,phải chi quán đầu tư cái máy hút bụi thì đỡ cho anh ấy quá =))),63,16,khác
Enjoyment,cũng dể thương đấy chứ,22,5,vui vẻ
Other,thực ra ngoài mày nó còn quan tâm nhiều đứa nữa,47,11,khác
Surprise,anh quay phim giọng hơi cute nhỉ 😂😂😂,36,8,ngạc nhiên
Enjoyment,cảm ơn bố !,11,4,vui vẻ
Enjoyment,nhìn đã thật,12,3,vui vẻ
Enjoyment,niềm vui của cđv việt nam đây mà,32,8,vui vẻ
Enjoyment,tao thích vẽ . nhưng vẽ xấu từ đó chuyển hẳn sang mê chụp ảnh .,63,16,vui vẻ
Sadness,tạm biệt ông 😢,14,4,buồn
Enjoyment,khoảnh khắc nhận ra đồng nghiệp mình is the best :)) nguyễn ngọc thái hiền,74,15,vui vẻ
Enjoyment,tao cười tao ỉa =)))))) hâhhahhahahahaha,40,6,vui vẻ
Other,nên là có sắp chết tao cũng đéo kể cho ai nghe :))),51,13,khác
Sadness,tiền nhiều để làm gì ? để rồi lại chia ly,41,11,buồn
Other,"và nếu có 1 người yêu mà chơi với nhiều thằng con trai thì hãy cẩn thận , mày có thể bị cắm sừng khi nào không hay",114,28,khác
Enjoyment,thường thôi . hồi nhỏ tao nấu kiểu này hoài . nấu lun cái bếp nhà chú,69,17,vui vẻ
Sadness,xỉu lên xỉu xuống :(,20,5,buồn
Enjoyment,để anh dẫn em đi ăn nha :)),27,8,vui vẻ
Sadness,tao đã khóc khi xem phim nay,28,7,buồn
Other,cây như cổ chân thì sao năng xuất . cại đủ tiền công không mà chia,66,16,khác
Other,per một thời của chậy em mình nè,32,8,khác
Enjoyment,thiệt là dễ thương quá đi mất . 💕,33,9,vui vẻ
Disgust,nhảy không lo nhảy còn quay quay,32,7,khó chịu
Enjoyment,giòi béo lắm :)),16,4,vui vẻ
Surprise,"á đù , per ạ , chị em mềnh vừa làm thế",38,12,ngạc nhiên
Sadness,per trung thu đéo liên quan đến việc có gấu cho lắm bạn nhể .... nhưng mà lễ gì cũng thế thì đúng là bất hạnh mà huhu,117,28,buồn
Anger,per cản tao không tao chửi thề,30,7,giận dữ
Other,quả drama khi nàng say giấc là minh chứng rõ ràng nhất cho ví dụ trên =))),74,17,khác
Sadness,tao hiểu rất rõ cảm giác của em ấy ....,39,10,buồn
Sadness,"tình đến , rồi tình cũng điii 🙂🙂🙂",33,8,buồn
Disgust,gớm không tưởng,15,3,khó chịu
Disgust,"phục nhất ông cưa móng tay mà không cần đeo bao tay và đeo khẩu trang , gặp tao là tao ói ngay từ khi thấy bộ móng này rồi .",124,31,khó chịu
Anger,cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức chế lắm . 1 lần thì không sao mà cả chục lần như vậy,137,35,giận dữ
Disgust,vô nhân đạo thật :(,19,5,khó chịu
Sadness,"ngày em đến anh mất ngủ suốt mấy đêm vì vui sướng , ngày em nói dừng lại nước mắt anh rơi trên đường chạy về nhà",112,27,buồn
Enjoyment,có gì đâu bé vậy mới cool đó anh thích 😉😉😉,42,11,vui vẻ
Other,tuổi thơ không có gì đặc biệt cho đến khi năm lớp 12 . nhớ cả cuộc đời cậu bạn ngồi cạnh,88,22,khác
Enjoyment,tính giải trí cao vãi 🤣🤣,24,6,vui vẻ
Disgust,cơm từ thiện không tốn tiền nên không biết quí trọng ý thức còn thấp quá,72,16,khó chịu
Enjoyment,"cảm ơn cha mẹ đã cho mình hình hài này , xin được khôn ngoan để đừng làm đau người khác",87,21,vui vẻ
Surprise,hóa ra là vậy à =)),19,6,ngạc nhiên
Anger,"tao cũng nghĩ là vậy , chứ ở đó mà mừng rồi nuôi đẻ . bố mày không thích ăn sừng , phắng 🤣",90,24,giận dữ
Other,có quá nhiều lựa chọn trong một tháng,37,8,khác
Sadness,nguyễn thị hồng phấn cũng may tao không thấy cặp nao hêtd,57,12,buồn
Other,nói thẳng mẹ nó là con kia gato cho xem :))),44,11,khác
Enjoyment,"đi qua hết rồi mới nhận ra cấp 3 là thời tươi đẹp nhất của mình . ở đó có bố mẹ luôn đồng hành , có tình yêu học trò , có nghịch ngợm trốn học ... là quãng thời gian hồn nhiên vui vẻ nhất .",189,48,vui vẻ
Enjoyment,bếp củi 😂😂😂,11,3,vui vẻ
Sadness,:(( tội bé,10,3,buồn
Disgust,ăn cho mập thây để chết phải đặt hòm riêng chứ bắt trộm hay cướp thì làm được gì .,82,20,khó chịu
Anger,"đéo biết ong rừng thật không nhưng đổ mà bắt em dọn thế à , xách mông xuống dọn đi .",84,21,giận dữ
Enjoyment,tuổi trẻ tài cao mà :)))))))),29,6,vui vẻ
Disgust,quay lip miệng chửi liên tục còn đăng mạng cho mọi người biết ... hài .,71,16,khó chịu
Other,sg chưa mưa đâu,15,4,khác
Enjoyment,per cho vợ đi cầu này để giảm cân nhá 🤣🤣,40,11,vui vẻ
Other,tôi đoán rằng ông này đã lấy vợ trước khi lên mặt trăng,55,13,khác
Disgust,chả hiểu sao có phẫn nộ :))),28,7,khó chịu
Sadness,"nhìn cảnh 2 bố con hôn từ biệt , em bé cũng rướn mặt theo hôn bố mà chảy nước mắt , em bé như thế chắc không biết diễn , đúng là cảnh đẹp quá",141,36,buồn
Other,per học hỏi nhé kkk,19,5,khác
Enjoyment,cái đoạn nướng cháy pizza để phốt công nhận là chuyên nghiệp thật :),68,14,vui vẻ
Fear,mỗi lần chạy xe ngang kv bình chánh là cảm thấy sợ,50,12,sợ hãi
Fear,"ở trên mái sảnh nhà tao cũng có một con nhện mẹ tao bảo tao giết nó ( hờ hờ ) , còn bố tao bảo "" mày cứ đi qua là nó rơi giữa đầu """,131,37,sợ hãi
Other,2 năm xa nhà rồi tao đéo được đi ????. năm sau nhất định đi,59,15,khác
Sadness,có những ngày làm tới đâu là sai tới đó :)) muốn tát vào mặt hết sức,68,17,buồn
Sadness,"per nhớ ngày tháng cta bên nhau ghê , giờ thì chả còn gì",56,14,buồn
Disgust,thành phần nào cũng có :)) ăn hiếp con gái :)) thua cả súc sinh,63,15,khó chịu
Enjoyment,lò vi sóng đó hjhj,18,5,vui vẻ
Fear,đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,71,19,sợ hãi
Other,không nỡ bỏ đi mấy thứ linh tinh thời đi học,44,11,khác
Sadness,chưa cho ba mẹ được gì . vậy có quyền gì mà đòi phàn nàn về những thứ ba mẹ đã rành rụng bao nhiêu năm để lại cho mình,118,30,buồn
Other,per đợt này tao đi học full . nên để mấy hnua rảnh tao alo nha 😂😂,65,17,khác
Enjoyment,"từ nhỏ tới lớn đi học toàn ngồi chung bàn với nam , toàn phải đương đầu chiến đấu với vạch phấn chia đôi bàn ghế . 🤣🤣",117,28,vui vẻ
Disgust,mày là con bé gái bố mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy =))),114,31,khó chịu
Disgust,cái thứ súc vật,15,4,khó chịu
Sadness,"đúng rồi , vàng là phải vàng mới có giá trị , vàng trắng làm gì có giá trị 😥",76,20,buồn
Enjoyment,thế mới làm nên nghiệp lớn chứ,30,7,vui vẻ
Disgust,ảo tưởng là đây 😞,17,5,khó chịu
Other,đúng bài của người việt thường dùng rồi,39,8,khác
Enjoyment,họ đã cho ta có mặt ở trên cột đời này rồi còn gì bằng nữa chứ,62,17,vui vẻ
Sadness,cả tết được có 400k :(,22,6,buồn
Anger,bắt được rồi cho bọn này đi chết đi để chúng nó sốn rồi làm hại người khác,74,18,giận dữ
Sadness,rất tiếc cho 1 bài quyền,24,6,buồn
Surprise,wao đáng yêuc vậy chời ơiiii,28,6,ngạc nhiên
Disgust,có đéo gì mà kì thích thì đi . xin lỗi hơi thô 😊,48,14,khó chịu
Enjoyment,đề kháng của tao với mọi loại thính rồi cơ 😂,44,11,vui vẻ
Disgust,ý anh là đụ em xong có con rồi ct á hả :vậy,43,13,khó chịu
Surprise,vậy là xử xong rồi đó hả ? nhanh dữ,35,10,ngạc nhiên
Sadness,tao cũng muốn học vẽ lắm :( cơ mà không có điều kiện để đi học,62,16,buồn
Disgust,má nhay :)),11,3,khó chịu
Other,hiền thì hiền thật đấy cơ mà quá ngưỡng nhịn thì bùng phát thôi 🙂,65,15,khác
Disgust,bất hạnh qué gì . trung thu thì liên quan mẹ gì đến việc có gấu . tào lao,73,19,khó chịu
Surprise,sao lại ga lăng z được ta,25,7,ngạc nhiên
Other,per chịu khó đọc trong này cũng được phết,41,9,khác
Sadness,đây là một câu chuyện buồn 🙁,28,7,buồn
Enjoyment,"bọn tàu copy kịch bản phương tây , chắc bữa sau lại có mấy video make in việt nam như vậy và kịch bản tàu haha",110,26,vui vẻ
Sadness,"giờ nghĩ lại mới thấy vui thế , đến nay bạn bè lập gia đình cả rồi :(((",71,18,buồn
Other,"có thể trường học không trọng dụng bác ý nên bác ý không muốn về , ý kiến riêng em",82,20,khác
Enjoyment,chuyên mục chọc chó cực mạnh à nhầm mèo kk,42,10,vui vẻ
Disgust,giọng mình thì như tát vào mặt người nghe,41,9,khó chịu
Fear,per tạo hóa thật đáng sợ :))))),31,7,sợ hãi
Sadness,hôm nay bạn đi làm . tiền đâu mà mua 😌,38,11,buồn
Sadness,"không được uống đã đành , ngồi dọn sấp mặt luôn , như con cáo và chùm nho xanh per",82,20,buồn
Anger,sai còn không biết sửa còn thích giận lại . cút hộ,50,12,giận dữ
Sadness,"đau lòng vãi . cứ tưởng là đùa . ai ngờ , bồ nhau thiệt . ơ . tớ có sừng không",78,22,buồn
Enjoyment,vừa thấy thương vừa buồn cười vãi :))))))),42,8,vui vẻ
Enjoyment,sở khanh như boss chịu liền .. đẹp trai quá trời ui,51,12,vui vẻ
Fear,chính những người như thế họ rất cẩn trọng khi bật xi nhan đấy,62,14,sợ hãi
Disgust,video này là để động viên mấy đứa chán đời và cuộc sống này rất nhạt ahihi,74,17,khó chịu
Enjoyment,chiều mưa hứa tự sẽ tự đi mua đôi giầy mới 😂,44,12,vui vẻ
Other,"cái khó ló cái khôn , yên tâm",29,8,khác
Surprise,à thì ra là vậy,15,5,ngạc nhiên
Other,ng anh em thiện lành đã rời việt nam . sayy goodbye 🌸,53,13,khác
Sadness,cần lắm những sẻ chia . cần lắm những thấu hiểu,47,11,buồn
Other,người ta chỉ hỏi hàng tháng bạn kiếm được bao nhiêu tiền chứ không hỏi công việc của bạn có làm cho bạn mệt nhiều không,119,26,khác
Sadness,khi em nói 2 chữ muốn dừng là nước mắt không bao giờ ngưng . . . đau,68,18,buồn
Enjoyment,ngưỡng mộ anh chị,17,4,vui vẻ
Enjoyment,t còn được nghỉ 1 tuần :)))),28,7,vui vẻ
Enjoyment,t cười đấy . thế tao thả haha nhé . mà dume đấy là cháu tao . thế bây giờ không có icon vừa khóc vừa cười à :]],111,29,vui vẻ
Disgust,"lúc trước tao đi thực tập cũng có làm bên dọn phòng được 1 tháng . đm kinh khủng lắm tụi bay , rác xả thì đéo nói nha , bcs vứt ngay trên giường :) dume sao chơi xong đéo nhét vào mồm ăn mẹ đi cho rồi",200,49,khó chịu
Sadness,tao coi xong tao khóc .,23,6,buồn
Sadness,thà chia tay rồi ghét hận nhau còn hơn là đang lúc dang dở thì mất nhau 🙂,73,18,buồn
Sadness,xem mà rơi nói chuyện mắt khi ăn luôn 😭😭😢,41,10,buồn
Enjoyment,đồng nai mùa chim nướng yên xe kaka,35,8,vui vẻ
Other,con nhà người ta kbh làm bố mẹ mình thất vọng 😪,47,12,khác
Fear,ờ công nhận đáng sợ vãi 😭,25,7,sợ hãi
Fear,khiếp quá đi tụi con ơi,23,6,sợ hãi
Sadness,có ai thấy tội ông cụ như tao không 😭,37,10,buồn
Enjoyment,tao thề từ giờ đến cuối năm mà tao không lấy được vợ thì tao quyết định sag năm lấy 😊,85,21,vui vẻ
Enjoyment,"per chị mày đánh lộn từ đầu làng đến cuối xóm thì cần chi bọn con trai , nhưng nhìn bọn nó dễ thương hén",104,25,vui vẻ
Disgust,có thể cấp phép những phim bạo lực . kinh dị nước ngoài . nhưng động phim nhà có chút bạo lực và máu me là cấm vì không đúng thuần phong mỹ tục,143,34,khó chịu
Anger,hãm lol thật sự 😒,17,5,giận dữ
Enjoyment,giống y bố tao 🤣 ngoa khủng khiếp nhưng mà nhà tao vui vãi_chưởng 🤣🤣. điểm danh nhà bố học giỏi văn nào 🤦🏻‍♀️,109,24,vui vẻ
Other,anh nói vậy với em lần nửa đi 🙃,31,9,khác
Sadness,không hiểu sao xem đi xem lại bao nhiêu lần vẫn khóc được,57,13,buồn
Anger,ad hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? ad hỏi thế này là hơi coi thường chị em đó 🤨,113,30,giận dữ
Disgust,cục súc thiệt :)))),19,4,khó chịu
Other,đợi chắc sang kiếp sau luôn quá 😂,33,8,khác
Enjoyment,lấy ống hút mỗi đứa cắm xuống mà hút thôi :)),45,11,vui vẻ
Other,có ý định nhai hết hộp kẹo điểm danh đi 😌😌,42,11,khác
Other,nam thần tự do,14,4,khác
Enjoyment,chúng ta mất 3s để nói yêu nhau vài 30p để phịch nhau phải không nào,68,16,vui vẻ
Disgust,ông thầy cục súc vãi lol,24,6,khó chịu
Sadness,vâng em gặp anh rồi mà giờ đây em vẫn cô đơn đi lang thang tìm những thứ vô nghĩa lấp vào nỗi cô đơn ấy,103,26,buồn
Enjoyment,câu chuyện y ́ nghi ̃ anh qua ́,31,9,vui vẻ
Enjoyment,ngày xưa mìh cũng thế . dume thấy mấy ông đứng đầu đường nhòm nhòm cũng phải lượn qua cái :)),93,21,vui vẻ
Sadness,đúng là vàng trắng .. nhưng mà trắng tay :(((,45,10,buồn
Anger,"m ngon m giết tao luôn đi , má mày",34,10,giận dữ
Sadness,lâu quá rồi mới nghe lại bài này . từ lúc ctay mối tình đầu :((,63,16,buồn
Sadness,khổ tâm ghê =)),15,4,buồn
Enjoyment,những điều đơn giản nhưng thật hạnh phúc 😘,42,9,vui vẻ
Sadness,cũng muốn đi xem lắm 😭,22,6,buồn
Other,"kết hôn xong , anh thuê người giết cô để lấy tiền bảo hiểm 😌",60,15,khác
Enjoyment,gia đình ổn tình yêu không có thì cần gì động lực ... kaka,58,14,vui vẻ
Enjoyment,anh tây này đáng yêu chết được cứ tiếng tuy hoà phú yên ma học đi nhá ☺️☺️,74,18,vui vẻ
Disgust,con mèo cục xúc nhất năm :3,27,7,khó chịu
Enjoyment,xem phim cười gần chết . mà thích cái bạn ma nữ hơn là na bong,62,16,vui vẻ
Sadness,đằng này họ nghĩ tao muốn giết người rồi chửi tao bị thần kinh rồi cho trôi qua mọi chuyện,90,20,buồn
Anger,chờ mãi đéo thấy làm gì chán,28,7,giận dữ
Enjoyment,ngồi cười như dại =))),22,5,vui vẻ
Anger,"chó đẻ , khốn nạn vậy mà cũng đi rao giảng đạo đức , đi dạy người khác 😭😭😭😭",75,19,giận dữ
Fear,đm nhậu say gặp cái cầu lol này chắc tao nằm xuống mẹ cho rồi per,65,16,sợ hãi
Other,"nắng nóng bỏ moẹ , dội chút cho mát thôi mà",43,11,khác
Other,phải biết thiên thời địa lợi nhân hòa 😐😐,40,9,khác
Disgust,per mẹ copy đây làm bố tưởng nay mày hiểu đời văn chương hơn,60,14,khó chịu
Disgust,thân thiện thôi mà cứ ảo tưởng được thích à ? :>>,49,12,khó chịu
Disgust,bọn chưa tiến hoá hết này ... cặn bã,36,9,khó chịu
Sadness,per mày này . nhưng mà lúc già sắp chết 😕,41,11,buồn
Surprise,vl :)) còn đút tay túi áo ??,28,8,ngạc nhiên
Sadness,"thôi không níu giữ kí ức xa vời , và chẳng bao giờ thuộc về nơi em",66,17,buồn
Disgust,chúng mày bị điên à 😒,21,6,khó chịu
Sadness,"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi",80,19,buồn
Enjoyment,đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . kề dao vào cổ yêu không hả . gật đầu lia lịa thế là yêu 🤣🤣🤣🤣🤣🤣,126,32,vui vẻ
Enjoyment,page bị hack rồi . video hay nhất mình từg xem,46,11,vui vẻ
Other,"mưa rồi , chỗ tao đang mưa",26,7,khác
Other,per mày cũng có tình yêu từ nơi đây phải không ?,48,12,khác
Disgust,nhìn kinh 😌,11,3,khó chịu
Enjoyment,nhìn lại nhớ một thời oanh liệt nay còn đâu 😴 đề bao năm vẫn như vậy . vẫn thích nhất là câu 4 hình học 😊,105,27,vui vẻ
Enjoyment,"mà hiệu quả bất ngờ quá , quá đỉnh .",36,10,vui vẻ
Other,ủa rồi ra nắm xe tải kéo ra như kéo xe đồ chơi dị ba,52,15,khác
Sadness,từ bé đến giờ mình chưa bao giờ xếp được 1 cái rubic nào thế mà cu nhóc kia xếp xong trong vài giây ! xấu hổ quá,112,28,buồn
Surprise,quá kinh ngạc phá được mọi loại khóa luôn 😑😑😑,45,10,ngạc nhiên
Disgust,phòng gym nơi những thằng gay yêu nhau và thông đít nhau :v,59,13,khó chịu
Enjoyment,mười mấy năm nữa tao cũng sẽ đạt kỉ lục thôi 😂😂😂,48,12,vui vẻ
Enjoyment,anh thích em rồi đấy 😂,22,6,vui vẻ
Other,thay đổi cái đau đầu luôn,25,6,khác
Other,cũng chả biết tại sao luôn ...,30,7,khác
Enjoyment,có cả chiêu của per trong đấu trường thú nè :))),48,11,vui vẻ
Sadness,đi chơi mẹ tao cũng không tha cho tao :) chửi tao làm mất buổi vui luôn á,73,18,buồn
Sadness,nhớ lúc trước tao cũng có học quyền và múa tứ linh đao bay thẳng vào trán . :),78,19,buồn
Enjoyment,per đúng là hồi tđ vẫn một rổ cười mỗi ngày ha =)))),52,13,vui vẻ
Disgust,số tiền ấy làm phước cho bao nhiêu người . đúng la dư thừa,58,14,khó chịu
Enjoyment,có đồng nghiệp đáng yêuc thì sếp có khó tánh mình vẫn cảm thấy vui rất nhiều . nhớ những ngày tháng đéo thèm tăng ca đi ăn bất chấp,131,30,vui vẻ
Enjoyment,thế thì nó lại tốt quá,22,6,vui vẻ
Other,má tao coi mà chóng mặt ... cầu này rồi dành cho chân ngắn như tao chắc,71,17,khác
Enjoyment,mặt dày lại ôm cứng ngắt cho chị . 😆,36,10,vui vẻ
Enjoyment,per bếp lò xo huyền thoại của ngoại hay nấu nè,46,11,vui vẻ
Enjoyment,muốn được đi một lần 😆😆😆,24,6,vui vẻ
Anger,bo ̣ n na ̀ y cho đi tu ̀ hê ́ tao,34,13,giận dữ
Surprise,thì ra nó là như này à,22,7,ngạc nhiên
Other,đang họp nhớ gì không nhớ nhớ cái bếp,37,9,khác
Enjoyment,hay cực,7,2,vui vẻ
Anger,dume tao vừa mất 2 phút nhãm nhất cuộc đời tao 😒😒😒,50,12,giận dữ
Disgust,per hãy gặp nhau nói bằng mồm từ tỏ tình đến chia tay để không bị cap gửi cho hội chị em =)))))))),98,23,khó chịu
Enjoyment,có sáng tạo :)),15,4,vui vẻ
Other,khi bạn sai mà không muốn đền thì cách tốt nhất nên dọa đối thủ thật mạnh vào @@,80,19,khác
Other,"tao thì đéo phân biệt đâu là gà đâu là vịt , đâu là nhãn đâu là vải . ????????",78,20,khác
Enjoyment,mắt 2 mí dễ thương quá,22,6,vui vẻ
Surprise,s mà nằm viện mà chị đẹp quá vậy,32,9,ngạc nhiên
Sadness,huhu đéo muốn đi học đâu,24,6,buồn
Fear,thực ra chủ nó cũng bẩn vãi :) vầy quá kinh dị rồi :),53,14,sợ hãi
Other,hiểu lầm chút chút,18,4,khác
Other,lại thanh niên quay phim khúc cuối ra hỏi chị ơi chị có sao không,65,15,khác
Enjoyment,hay à ngheng,12,3,vui vẻ
Sadness,ngày ấy chỉ vì quá ngu ngơ mà để lạc mất .,42,12,buồn
Enjoyment,"giỏi mà 😁, đúng là thằng tây duy nhất ở vn học tiếng việt mà giọng tuy hoà ( giỏi )🤩",84,21,vui vẻ
Sadness,t thua cả đứa con nít nữa ám ảnh vãi,36,10,buồn
Anger,eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi,193,49,giận dữ
Other,per bảo này mày không được đi chơi đêm nhé,42,10,khác
Enjoyment,chủ như này lại chăm làm vãi =)),32,8,vui vẻ
Anger,"ngày đéo nào cũng đòi người yêu , sinh nhật bác hồ hay quốc khánh cũng đéo thấy tha 😕",85,20,giận dữ
Enjoyment,móe . con nhện . cười đau cả ruột .,35,10,vui vẻ
Enjoyment,coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v,89,21,vui vẻ
Enjoyment,trai đẹp nó yêu nhâu hết rồi các chế ơi ... tranh thủ quơ được thằng nào quơ đi không thì hết đó kkkk,101,24,vui vẻ
Enjoyment,dễ thương hết sức ??,20,5,vui vẻ
Surprise,ô ông này vẫn còn làm video à :v,32,9,ngạc nhiên
Enjoyment,bố mẹ cho ta đx tồn tại trên cuộc đời này biết nhận thức thì tự đi lên từ đôi tay của mình nhé 😘,96,25,vui vẻ
Disgust,anh chơi ác quá,15,4,khó chịu
Sadness,phần còn lại là nỗi nhớ và những lần thở dài :((,48,12,buồn
Anger,chắc tao đấm chết mẹ nó quá 😠😠,30,8,giận dữ
Enjoyment,per mình đi xem phim này nha em ơi,34,9,vui vẻ
Other,từ ngày ra trường là chưa về,28,7,khác
Anger,"mọe , chúng mày có thôi đi không ? :)",37,10,giận dữ
Disgust,bố khỉ chó chứ kphai người -.-,30,7,khó chịu
Disgust,1 lũ hèn bỏ mẹ mấy đứa nó cũng thế,34,10,khó chịu
Other,per thay vì đọc chuyện ma thì mày có thể coi hết video này :)),62,15,khác
Anger,cay vãi lồn,11,3,giận dữ
Surprise,per wow 😂 cảnh bắt nhện kịch tính vãi,37,9,ngạc nhiên
Fear,per đáng sợ quá,15,4,sợ hãi
Other,"per lắp đi , chứ tốn tiền điện thoại lắm",40,10,khác
Surprise,viện nào nhìn đẹp thế,21,5,ngạc nhiên
Disgust,định share cho mấy bạn trong list fr thêm động lực mà đọc bình luận xong đến tao còn thấy tụt mood 😌,100,23,khó chịu
Disgust,làm nghề không có tâm 🙂,23,6,khó chịu
Disgust,"xong vài tháng sau thằng bạn chung lớp chửi mình chảnh , bố đời .",65,15,khó chịu
Disgust,việt nam học tây chỗ này đây trách gì giờ toàn cô trò rủ nhau vào nhà nghỉ,74,18,khó chịu
Surprise,giọng nghe hay quá,18,4,ngạc nhiên
Surprise,có tiền mua cả cây nhỉ,22,6,ngạc nhiên
Anger,những người nhập cho các chau ăn thịt bẩn đó họ có còn là con người nũa không ? vì tiền mà họ để lương tao bị cho cắm mất rồi . lũ khốn nạn,139,35,giận dữ
Disgust,trước gầy giả gái xinh . giờ béo lên ông mặc cái váy như tra tấn cái váy .,74,19,khó chịu
Sadness,nghe lại mà nhớ những ngày tháng say đắm trong nỗi cô đơn,57,13,buồn
Enjoyment,đáng yêu thế bà đẹp gê,22,6,vui vẻ
Enjoyment,nhìn đẹp quá đi mất,19,5,vui vẻ
Sadness,nhói lòng lớp tôi,17,4,buồn
Sadness,khổ thân em nó . ??,19,6,buồn
Fear,"sau khi kết hôn , anh sẽ thuê người giết cô để hưởng trọn tiền bảo hiểm 😌",73,18,sợ hãi
Other,giá mà thằng lái xe ngồi trong xe oto trông xe thì tốt biết mấy !,65,16,khác
Other,dẻo phết ... nhưng mà cái gì dẻo quá cũng không tốt ...😄,56,13,khác
Enjoyment,"năm nào bố tao cũng đi , năm nào cũng về kể là đông quá cả tiếng mới nhích được 10m mà năm sau vẫn cứ đúng ngày bố tao lại đi vậy đó =))",136,35,vui vẻ
Enjoyment,per câu chuyện này thú vị nhỉ ?,31,8,vui vẻ
Disgust,"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",98,23,khó chịu
Enjoyment,cưng hết phần thiên hạ,22,5,vui vẻ
Enjoyment,cười vui vãi,12,3,vui vẻ
Other,có mà ngược lại ... thời thế thay đổi rồi,41,10,khác
Other,tài sản thời bao cấp ...,24,6,khác
Other,tưởng tượng như vừa lắp não thì lại rớt ... đại loại như vậy đó 🤣🤣🤣,67,16,khác
Enjoyment,hay lắm chàng trai trẻ,22,5,vui vẻ
Other,nhưng những người làm trong các ngành này không mấy ai có nhiều nhà to và nhiều đất đai,87,19,khác
Surprise,ăn gì khôn thế,14,4,ngạc nhiên
Anger,tiên sư bố mày vỡ màn hình tao rồu,34,9,giận dữ
Enjoyment,áo xinh thế .. cho tớ mượn đi tiệc nhé !,40,11,vui vẻ
Enjoyment,per hả dạ ghê mày !,19,6,vui vẻ
Sadness,mày làm tao buồn đó per ??,26,7,buồn
Other,ai cho xin bài nhạc helo đi :)),31,8,khác
Enjoyment,giá như nơi nào cũng có 1 đội như vậy thì những người đi khuya xe hư đỡ khổ biết bao . thật là hành động đáng chia sẻ,117,29,vui vẻ
Sadness,chuẩn bị kiểm tra hình huhu :((,31,7,buồn
Enjoyment,em vẫn nhớ cái bếp này kkk,26,7,vui vẻ
Anger,bọn này phải cho nó thưởng thức dống như nó đã làm với cây bao nhiêu cây thì bấy nhiêu mũi,90,21,giận dữ
Surprise,7 năm rồi . nhanh quá,21,6,ngạc nhiên
Sadness,rụng tim 😭,10,3,buồn
Disgust,admin đăng mà không nghi nguồn ở đâu ra đúng là ăn cắp bản quyền,64,15,khó chịu
Disgust,"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂",69,17,khó chịu
Disgust,chưa chi đã để thua từ hình ảnh này . thua,42,11,khó chịu
Sadness,một cái vẫy tay đầy luyến tiếc từ cuộc họp tới đất nước việt nam,64,15,buồn
